PLZ4;Distanz v. Olten
3427;44.077
3427;41.383
3428;41.383
3429;42.62
3429;43.898
3432;61.03
3432;67.411
3432;64.999
3433;61.03
3433;67.411
3433;64.999
3434;68.887
3434;64.999
3434;68.887
3434;71.102
3435;64.999
3436;71.102
3436;67.411
3437;67.411
3438;71.102
3438;67.411
3439;67.411
3439;64.999
3452;64.999
3453;67.411
3453;64.999
3453;59.016
3454;64.999
3454;61.489
3454;51.31
3455;51.31
3456;64.999
3456;59.016
3457;51.31
3457;46.469
3462;45.593
3462;51.31
3463;45.593
3463;46.978
3463;39.596
3464;49.084
3464;45.593
3464;46.978
3464;39.596
3465;46.978
3472;53.087
3472;58.649
3472;49.084
3472;52.527
3472;51.96
3473;46.444
3474;49.084
3474;46.336
3475;46.336
3475;46.336
3476;35.793
3476;46.336
3476;36.195
3503;84.263
3504;84.946
3504;87.11
3506;82.288
3506;86.023
3506;86.459
3506;84.767
3507;78.582
3507;81.485
3508;78.582
3508;68.887
3508;86.459
3510;84.263
3510;84.456
3510;82.649
3510;87.242
3512;68.661
3513;66.094
3513;61.03
3513;68.661
3531;86.726
3531;86.459
3531;84.767
3532;84.767
3532;87.11
3532;86.023
3532;87.11
3533;86.726
3533;84.767
3533;87.11
3533;103.656
3534;86.726
3534;75.321
3535;74.77
3535;75.321
3536;83.294
3537;83.294
3537;103.656
3537;87.276
3537;80.195
3538;86.726
3538;96.906
3538;103.656
3543;74.77
3543;71.102
3543;75.321
3550;83.294
3550;74.77
3550;71.102
3551;74.77
3551;71.102
3551;59.016
3552;74.77
3552;87.276
3553;74.77
3555;74.77
3555;87.276
3555;80.195
3555;67.893
3556;87.276
3556;80.195
3557;87.276
3600;95.066
3600;94.247
3603;94.247
3604;94.247
3608;94.247
3612;97.95
3612;95.653
3612;91.971
3612;94.247
3613;89.082
3613;91.971
3614;100.272
3614;98.724
3615;96.906
3615;103.656
3615;100.272
3616;107.125
3616;102.933
3616;98.724
3617;97.95
3617;91.971
3618;83.294
3618;103.656
3618;100.272
3618;102.933
3618;104.089
3619;107.125
3619;104.025
3619;103.62
3619;107.125
3619;104.025
3622;98.332
3623;103.62
3623;102.34
3623;104.025
3623;104.025
3624;94.247
3624;98.332
3624;95.653
3625;98.241
3625;95.066
3626;95.066
3626;94.247
3627;89.082
3627;91.971
3628;91.171
3629;87.252
3629;89.6
3629;87.075
3629;87.476
3631;100.87
3631;100.29
3632;100.87
3632;100.87
3633;96.856
3633;95.964
3634;95.964
3635;95.964
3635;100.29
3636;95.964
3636;96.716
3636;96.716
3638;101.636
3638;102.473
3645;103.444
3645;94.247
3645;100.749
3646;103.444
3647;106.666
3652;95.066
3652;96.992
3653;96.992
3654;96.992
3654;103.62
3655;103.62
3656;103.62
3656;103.62
3656;103.62
3657;103.62
3658;103.62
3661;91.409
3662;94.78
3663;96.248
3663;96.716
3664;99.791
3664;96.248
3664;90.253
3664;98.735
3665;99.791
3665;98.735
3665;96.716
3671;89.097
3671;88.367
3671;89.082
3671;88.367
3672;96.906
3672;90.714
3672;90.714
3673;86.726
3673;96.906
3673;87.11
3674;90.714
3674;100.272
3700;103.444
3702;108.098
3702;103.444
3703;108.098
3703;108.098
3704;108.098
3704;114.037
3704;103.444
3705;103.444
3706;114.514
3706;111.442
3707;114.514
3711;108.098
3711;103.99
3711;108.098
3711;112.887
3713;117.993
3713;112.887
3714;117.993
3714;112.887
3715;131.609
3715;117.993
3716;117.993
3716;121
3717;121
3718;127.228
3722;112.887
3723;112.887
3724;117.993
3725;131.609
3725;117.993
3752;103.99
3753;115.41
3754;115.41
3754;109.71
3755;115.41
3756;115.41
3757;115.41
3758;109.71
3762;109.71
3763;115.193
3764;115.193
3764;120.271
3765;120.271
3766;120.271
3766;128.015
3770;128.015
3770;135.339
3771;135.339
3772;141.06
3773;148.171
3773;141.06
3775;148.171
3776;135.339
3777;135.339
3777;148.374
3778;148.374
3780;148.374
3781;148.374
3782;157.992
3783;148.374
3784;159.362
3785;159.362
3792;148.374
3800;122.167
3800;120.849
3800;120.767
3800;120.373
3800;121.326
3800;131.479
3801;185.029
3803;131.479
3804;127.295
3805;124.867
3806;123.312
3807;113.836
3812;121.326
3813;122.167
3813;127.467
3814;122.167
3815;126.765
3815;121.326
3815;126.765
3816;139.51
3816;130.805
3816;139.51
3818;139.51
3822;133.119
3822;133.119
3823;133.119
3823;139.51
3823;133.119
3823;133.119
3824;133.119
3825;133.119
3826;133.119
3852;124.867
3853;128.311
3854;112.844
3855;105.209
3855;112.844
3855;105.209
3855;104.959
3856;105.209
3856;106.886
3856;103.235
3857;103.235
3858;102.052
3860;103.235
3860;105.74
3860;103.235
3860;105.74
3860;103.235
3862;114.677
3863;114.677
3864;123.688
3900;251.026
3900;195.036
3900;274.936
3900;276.517
3900;251.026
3900;251.026
3901;274.936
3902;251.026
3903;195.036
3903;195.036
3904;195.036
3905;288.878
3906;288.721
3907;301.067
3907;301.067
3907;301.067
3907;310.961
3908;283.441
3910;283.441
3910;288.721
3910;285.299
3911;274.936
3912;276.517
3913;276.517
3914;195.036
3914;195.036
3916;146.557
3917;148.815
3917;146.557
3918;150.194
3919;153.65
3920;292.893
3922;270.24
3922;269.739
3922;278.133
3922;276.412
3923;278.378
3924;281.341
3925;286.213
3926;278.133
3927;281.341
3928;288.925
3929;292.24
3930;256.843
3930;262.954
3930;269.739
3930;262.954
3931;264.608
3932;269.739
3933;273.421
3934;271.693
3935;265.52
3937;262.001
3938;263.604
3939;265.098
3940;255.524
3940;183.697
3942;256.843
3942;255.524
3942;256.843
3943;257.887
3944;260.724
3945;217.866
3945;251.438
3945;248.221
3945;217.866
3946;251.438
3946;254.519
3946;259.014
3946;251.438
3947;254.519
3948;251.438
3948;259.014
3949;183.697
3951;246.262
3952;248.221
3953;248.221
3953;245.921
3953;253.491
3953;245.921
3954;258.901
3955;254.773
3956;248.221
3956;252.033
3957;248.221
3957;217.866
3960;234.595
3960;999.999
3960;999.999
3960;252.925
3960;234.595
3961;252.925
3961;252.925
3961;252.925
3961;252.925
3961;252.925
3961;252.925
3961;252.925
3961;252.925
3963;236.908
3963;239.046
3963;999.999
3963;999.999
3963;999.999
3965;235.168
3965;234.595
3966;238.578
3966;234.595
3966;238.578
3966;234.595
3967;238.578
3968;239.989
3970;248.221
3970;240.466
3971;999.999
3971;999.999
3971;239.046
3971;234.595
3971;999.999
3972;240.166
3972;999.999
3973;240.645
3973;999.999
3974;999.999
3975;999.999
3976;234.595
3976;999.999
3976;999.999
3977;234.595
3978;239.046
3979;228.566
3982;276.517
3982;189.048
3982;196.093
3983;184.649
3983;193.223
3983;184.707
3983;184.649
3983;196.093
3983;196.093
3984;178.124
3984;185.029
3985;999.999
3985;999.999
3986;196.093
3987;196.093
3988;157.946
3988;157.946
3989;999.999
3989;999.999
3989;999.999
3989;999.999
3989;999.999
3991;193.223
3992;193.223
3993;181.79
3994;177.156
3994;193.223
3995;181.085
3995;181.085
3995;181.085
3995;181.085
3996;187.947
3997;179.239
3998;999.999
3998;999.999
3999;157.946
4001;50.573
4031;50.573
4051;50.573
4052;50.573
4052;50.074
4053;50.573
4053;52.328
4054;50.573
4055;50.573
4056;50.573
4057;50.573
4058;50.573
4058;52.438
4059;50.573
4101;52.328
4101;52.832
4102;52.328
4102;52.832
4103;52.832
4104;54.458
4105;57.258
4106;55.934
4107;58.878
4108;60.792
4112;61.437
4112;60.792
4112;62.473
4114;62.473
4115;62.473
4115;65.825
4116;65.825
4117;68.759
4118;64.608
4123;53.593
4124;60.618
4125;52.438
4126;54.084
4127;47.945
4127;46.347
4132;46.347
4133;46.347
4133;40.674
4133;35.442
4133;41.723
4142;50.074
4142;46.347
4143;54.41
4144;51.736
4144;52.757
4145;43.119
4146;45.854
4147;54.932
4147;56.641
4148;56.641
4153;54.932
4153;50.074
4153;52.757
4153;55.934
4202;54.932
4202;57.137
4203;59.073
4204;39.041
4204;33.834
4206;34.77
4207;30.955
4208;33.834
4222;62.936
4223;65.416
4224;62.524
4225;65.6
4226;41.057
4227;41.921
4228;39.246
4229;21.249
4229;35.956
4229;29.521
4232;36.911
4233;39.246
4233;36.405
4234;35.179
4242;65.6
4242;64.547
4242;62.936
4243;67.034
4244;68.05
4245;73.062
4245;80.717
4246;64.547
4246;43.952
4247;42.515
4252;46.605
4252;64.547
4253;46.605
4253;74.391
4254;74.391
4302;40.674
4302;41.723
4303;40.674
4303;37.249
4303;41.593
4304;37.249
4305;35.003
4305;45.487
4305;37.29
4310;43.268
4312;45.487
4313;47.782
4313;43.268
4314;38.318
4315;38.318
4315;31.135
4316;28.334
4317;26.676
4322;47.838
4323;52.161
4323;38.318
4324;33.275
4325;30.139
4332;48.058
4333;44.413
4334;45.029
4334;49.932
4402;35.442
4402;41.723
4410;35.532
4410;34.079
4411;35.619
4412;39.25
4412;35.619
4413;40.831
4414;36.595
4415;30.462
4415;34.079
4416;35.532
4417;38.669
4418;21.249
4418;29.521
4418;26.994
4418;18.924
4419;40.022
4421;39.25
4422;35.003
4422;34.079
4423;33.514
4424;28.024
4424;25.364
4425;28.024
4425;26.45
4426;29.521
4431;24.009
4431;25.364
4432;29.972
4433;32.428
4434;24.009
4434;25.792
4435;25.364
4435;21.433
4436;25.364
4436;21.433
4436;23.622
4436;21.433
4437;21.433
4437;18.924
4438;16.887
4438;7.315
4438;15.043
4438;18.924
4441;18.77
4442;17.443
4442;15.027
4443;18.825
4443;15.027
4444;12.976
4444;21.278
4444;14.867
4444;15.027
4445;12.976
4445;15.181
4446;12.976
4446;10.97
4447;12.976
4447;13.586
4447;17.256
4448;15.181
4448;10.97
4448;17.256
4450;20.297
4450;29.23
4450;24.003
4450;18.77
4451;35.174
4451;29.673
4452;30.462
4452;29.23
4453;32.979
4455;21.47
4456;18.825
4456;17.256
4457;24.009
4457;17.256
4457;25.792
4458;10.97
4458;16.707
4460;21.278
4460;22.862
4461;20.297
4462;27
4462;23.673
4463;27
4464;35.174
4465;25.643
4465;22.862
4465;28.334
4466;25.643
4466;22.862
4467;20.949
4468;22.342
4469;19.365
4492;18.154
4493;14.619
4493;16.995
4494;17.017
4495;16.995
4495;14
4496;14.619
4497;16.387
4500;40.782
4500;42.496
4500;42.104
4500;41.072
4500;39.512
4512;42.496
4512;45.552
4513;42.104
4514;45.552
4515;43.458
4515;43.458
4522;43.458
4522;41.072
4523;35.564
4524;36.07
4524;37.778
4524;37.778
4525;37.778
4528;40.782
4528;36.675
4532;36.724
4532;41.072
4533;35.564
4534;33.729
4535;33.651
4535;35.248
4536;31.376
4536;29.338
4537;28.926
4538;26.853
4539;31.643
4539;28.926
4539;33.654
4542;33.555
4542;37.224
4543;33.555
4543;33.729
4552;37.726
4552;37.224
4553;36.629
4554;38.187
4554;40.093
4556;37.847
4556;38.513
4556;36.289
4556;38.513
4556;38.513
4557;40.021
4558;41.756
4558;41.756
4558;41.756
4562;40.782
4563;38.461
4563;37.89
4563;40.194
4564;40.194
4564;40.173
4565;39.513
4566;37.89
4566;38.762
4566;38.571
4571;45.503
4571;45.503
4573;45.657
4573;44.446
4574;41.499
4574;46.339
4574;41.499
4574;40.782
4576;49.475
4577;49.475
4578;49.475
4579;49.475
4581;49.475
4582;49.475
4583;49.475
4583;49.475
4584;56.487
4584;56.487
4585;56.03
4586;49.475
4587;49.475
4588;51.101
4588;49.475
4588;54.182
4600;2.97
4600;1.98
4600;2.982
4600;4.605
4612;1.98
4612;4.268
4613;5.171
4614;8.966
4614;7.315
4615;7.315
4616;8.966
4616;7.189
4617;8.966
4618;9.286
4618;7.189
4622;10.922
4623;12.273
4624;10.612
4625;13.165
4626;14.072
4628;16.23
4629;13.507
4632;8.676
4632;2.97
4632;4.268
4633;8.676
4634;8.056
4634;2.97
4634;10.479
4634;10.97
4652;4.732
4653;5.809
4654;8.056
4654;4.732
4655;10.378
4655;12.978
4655;10.378
4656;2.982
4656;7.56
4657;4.121
4657;2.982
4658;7.561
4658;8.797
4663;1.98
4663;4.605
4665;4.605
4665;7.56
4702;17.697
4703;17.024
4704;23.484
4704;26.363
4710;17.697
4710;23.374
4710;26.89
4712;26.89
4713;29.054
4714;31.201
4715;32.351
4715;36.07
4716;37.22
4716;45.701
4716;42.227
4717;31.201
4717;23.374
4717;26.89
4717;29.054
4717;21.249
4718;13.165
4718;16.887
4719;31.201
4719;21.249
4719;29.521
4800;7.56
4800;10.941
4802;7.669
4802;11.29
4803;18.881
4803;11.471
4805;18.881
4806;19.319
4812;17.285
4812;10.941
4813;16.976
4813;13.506
4813;17.285
4814;16.976
4814;10.941
4852;7.669
4852;11.471
4853;16.01
4853;14.21
4853;14.21
4856;14.21
4900;21.518
4911;19.486
4912;22.534
4912;27.004
4913;27.004
4914;18.11
4914;14.21
4915;21.049
4915;14.21
4916;21.518
4917;28.361
4917;29.204
4919;32.302
4919;30.835
4922;22.534
4922;23.698
4922;23.698
4923;16.01
4924;21.518
4924;24.776
4932;25.416
4932;32.302
4933;27.619
4934;32.302
4935;32.302
4936;32.302
4936;34.187
4937;34.187
4938;35.673
4938;36.738
4938;38.028
4938;40.897
4942;34.187
4942;46.978
4942;39.596
4943;38.144
4943;34.187
4943;39.596
4943;46.336
4944;35.673
4950;40.897
4952;44.32
4952;40.897
4952;51.31
4952;44.683
4952;37.61
4953;40.897
4953;46.469
4954;51.31
4954;46.469
4955;32.814
4955;37.61
5000;14.848
5000;19.652
5004;14.848
5012;9.956
5012;12.021
5012;12.021
5013;9.046
5014;8.797
5015;12.766
5017;12.766
5017;13.919
5018;13.919
5022;16.51
5023;18.864
5024;16.51
5025;23.808
5026;23.808
5027;26.207
5028;27.583
5032;14.848
5033;18.127
5034;19.652
5035;15.045
5036;16.296
5037;18.547
5040;20.61
5042;19.218
5043;16.953
5044;24.924
5046;32.004
5046;30.124
5046;30.124
5053;23.069
5053;23.069
5054;23.996
5054;24.663
5056;24.749
5057;24.749
5058;22.029
5062;23.506
5063;29.267
5063;24.51
5064;26.849
5070;31.604
5072;34.454
5073;29.267
5074;45.029
5075;32.058
5076;35.578
5077;37.444
5078;47.222
5078;41.392
5079;30.306
5080;45.493
5080;47.286
5082;45.493
5083;45.493
5084;47.286
5085;47.286
5102;28.676
5103;32.405
5103;33.268
5103;28.676
5103;32.405
5105;26.628
5106;34.335
5107;33.375
5108;33.375
5112;25.442
5113;32.809
5116;35.58
5200;42.637
5200;49.744
5210;42.637
5210;43.234
5210;45.093
5212;43.234
5213;38.861
5222;42.637
5222;38.861
5223;42.802
5225;43.926
5233;51.71
5234;51.71
5235;49.744
5236;45.598
5236;43.926
5237;41.392
5237;43.926
5242;39.8
5242;40.832
5243;42.023
5244;40.671
5245;38.555
5246;40.832
5272;50.408
5273;58.024
5274;58.024
5275;58.024
5276;58.024
5277;58.024
5300;50.388
5300;51.189
5301;51.189
5303;53.339
5304;58.615
5305;58.615
5306;58.736
5312;57.651
5313;59.496
5314;58.378
5315;58.378
5316;60.456
5317;60.456
5318;56.967
5322;59.496
5322;66.175
5323;65.329
5324;69.057
5325;66.12
5326;63.113
5326;58.024
5330;62.697
5332;63.85
5333;60.812
5334;60.851
5400;45.96
5404;45.96
5405;45.96
5405;46.373
5406;45.96
5406;45.63
5408;49.8
5412;47.988
5412;47.988
5413;45.63
5415;50.606
5415;50.606
5415;50.606
5416;50.606
5416;51.189
5417;51.189
5420;52.913
5423;53.557
5425;56.719
5426;56.466
5430;49.058
5432;47.307
5436;51.547
5442;46.373
5443;46.387
5444;48.379
5445;50.646
5452;48.177
5453;48.946
5454;51.901
5462;58.996
5462;59.411
5463;61.612
5464;64.174
5465;63.715
5466;63.824
5467;63.28
5502;28.757
5503;29.532
5504;35.395
5505;37.54
5506;37.895
5506;40.137
5507;41.918
5512;40.137
5522;40.194
5522;41.89
5524;45.13
5524;45.13
5525;47.277
5600;32.758
5600;37.606
5603;31.991
5604;35.765
5604;35.395
5605;38.759
5605;40.338
5606;38.175
5607;40.194
5608;46.029
5610;40.338
5610;42.547
5611;40.338
5611;42.547
5612;40.338
5613;40.338
5614;45.221
5615;46.935
5615;43.433
5616;43.433
5617;43.433
5618;45.221
5618;49.828
5619;43.895
5619;45.155
5620;49.504
5621;51.126
5622;45.489
5623;48.207
5624;49.061
5624;49.061
5625;47.069
5626;49.504
5627;50.087
5628;54.325
5630;54.325
5630;48.207
5630;52.226
5632;49.828
5632;48.207
5632;51.95
5634;56.452
5636;56.452
5637;60.66
5637;57.655
5637;55.83
5642;70.017
5642;60.66
5642;73.963
5643;63.845
5643;63.845
5643;60.66
5643;63.845
5644;60.66
5645;63.845
5645;63.845
5646;55.689
5647;66.384
5702;33.268
5703;36.243
5703;34.307
5704;36.243
5705;37.103
5706;38.71
5706;37.103
5707;39.365
5708;41.397
5708;38.71
5712;43.13
5722;24.486
5722;27.99
5723;24.486
5723;28.946
5723;27.99
5724;31.916
5724;28.946
5725;33.812
5726;31.916
5726;27.99
5727;28.088
5728;32.004
5732;30.493
5733;32.438
5734;41.223
5735;40.291
5736;42.254
5737;43.874
5742;13.506
5745;11.234
5746;4.121
5746;9.273
6000;55.455
6003;55.455
6004;58.792
6004;55.455
6005;59.382
6005;57.565
6005;55.455
6005;59.382
6006;58.792
6006;55.455
6006;62.145
6010;57.565
6010;68.832
6010;61.677
6012;57.565
6013;57.565
6013;62.895
6013;61.677
6014;55.455
6014;56.42
6015;55.455
6016;55.455
6016;56.42
6016;46.1
6016;50.093
6017;50.093
6018;42.463
6018;34.051
6018;50.093
6019;56.42
6019;50.093
6020;51.247
6020;58.792
6020;55.455
6022;42.463
6022;35.144
6023;51.247
6023;48.269
6023;46.1
6024;43.461
6025;42.024
6026;51.069
6026;45.171
6026;48.003
6026;48.269
6027;48.003
6028;48.003
6028;42.024
6030;60.521
6030;58.524
6030;58.792
6032;51.247
6032;58.792
6033;58.524
6034;52.655
6034;51.069
6034;60.973
6034;64.621
6034;63.845
6035;58.524
6035;61.319
6036;58.738
6037;61.319
6038;60.973
6038;61.918
6038;61.319
6038;63.31
6039;61.319
6042;64.621
6043;60.521
6044;61.319
6044;63.968
6045;62.145
6047;59.382
6048;59.382
6048;57.565
6052;59.382
6052;61.677
6053;68.832
6055;68.832
6056;74.766
6060;74.766
6060;74.766
6062;74.766
6063;74.766
6064;76.868
6066;76.868
6067;76.868
6067;77.344
6068;76.868
6072;77.344
6073;77.344
6074;84.463
6074;77.344
6078;90.4
6078;90.4
6083;103.179
6084;103.179
6085;103.179
6086;103.179
6102;56.42
6103;62.895
6105;50.69
6105;47.959
6105;50.093
6106;47.959
6106;50.093
6110;47.795
6110;50.69
6110;47.959
6110;50.093
6110;42.293
6110;39.957
6110;53.352
6112;47.795
6113;53.352
6114;42.293
6122;42.293
6122;39.957
6122;33.203
6123;39.957
6125;40.387
6125;39.957
6125;33.203
6126;33.203
6130;40.387
6130;39.957
6130;33.203
6132;40.387
6132;33.203
6133;40.387
6133;33.203
6142;29.928
6143;29.928
6143;26.196
6144;28.56
6144;34.258
6144;33.203
6145;30.19
6146;28.361
6146;28.566
6147;28.361
6147;26.982
6147;28.566
6147;21.049
6152;30.19
6152;34.258
6153;44.683
6153;37.61
6153;34.258
6154;44.683
6154;33.203
6156;40.387
6156;44.683
6156;33.203
6156;44.683
6162;50.69
6162;53.116
6162;50.69
6162;50.69
6162;53.116
6163;50.69
6166;50.69
6166;53.116
6166;53.352
6167;53.352
6170;72.369
6170;53.116
6170;53.352
6170;57.312
6170;67.893
6173;72.369
6173;67.893
6174;72.369
6182;67.893
6192;72.369
6192;67.893
6196;67.893
6197;83.294
6197;80.227
6197;107.125
6197;72.369
6197;67.893
6203;46.1
6204;46.1
6204;41.125
6205;38.104
6206;51.247
6206;48.269
6206;46.1
6206;50.093
6207;46.1
6207;39.114
6207;34.051
6207;50.093
6208;34.051
6210;37.584
6210;34.051
6210;34.628
6210;32.774
6211;22.119
6212;29.284
6212;37.584
6213;29.284
6213;28.647
6214;38.104
6214;34.628
6215;42.024
6215;42.024
6216;37.584
6216;34.051
6217;30.232
6218;30.232
6221;42.024
6221;40.291
6222;42.024
6222;34.628
6231;37.861
6232;34.03
6233;33.858
6234;28.647
6234;28.647
6235;28.647
6235;22.119
6236;28.647
6242;37.584
6242;27.133
6243;25.945
6244;21.971
6244;28.56
6244;25.945
6244;23.276
6245;28.56
6245;28.566
6246;21.971
6246;22.119
6247;28.56
6247;26.196
6248;28.214
6248;33.203
6252;22.119
6252;17.752
6253;22.119
6260;17.752
6260;22.119
6260;17.752
6260;19.319
6260;17.752
6260;19.319
6260;17.752
6262;17.752
6263;21.971
6263;17.752
6264;21.049
6264;18.881
6265;21.049
6265;23.386
6274;52.655
6274;51.069
6274;49.593
6275;52.655
6275;49.593
6275;53.147
6275;63.845
6276;53.147
6277;53.147
6277;60.66
6277;53.147
6280;49.593
6280;53.147
6280;48.003
6280;49.593
6280;48.003
6283;49.593
6283;53.147
6283;48.003
6284;54.038
6284;54.038
6285;54.038
6285;54.038
6286;49.742
6287;49.674
6287;51.625
6288;54.038
6288;51.625
6289;54.038
6289;54.038
6294;53.497
6295;54.038
6300;78.969
6300;78.542
6300;78.542
6312;78.969
6312;75.072
6313;90.854
6313;86.8
6313;90.854
6313;90.854
6314;92.038
6314;88.846
6314;78.542
6314;78.969
6314;90.854
6314;88.846
6314;78.542
6315;92.038
6315;88.846
6315;90.854
6315;92.038
6315;99.302
6315;92.038
6317;78.542
6318;83.543
6318;88.571
6318;78.542
6319;78.969
6330;72.449
6330;75.072
6330;78.542
6331;72.449
6331;70.017
6332;72.449
6332;70.017
6333;70.017
6340;78.969
6340;86.8
6340;86.823
6340;999.999
6340;86.8
6343;66.789
6343;66.789
6343;66.789
6343;66.789
6344;68.452
6345;78.969
6345;86.8
6353;78.772
6353;83.007
6354;87.901
6354;83.007
6354;102.397
6356;87.901
6356;83.007
6356;83.543
6362;71.917
6362;66.835
6363;72.632
6363;66.835
6363;66.835
6363;72.632
6363;66.835
6365;66.835
6370;72.214
6370;68.098
6370;72.214
6372;71.917
6372;68.098
6373;72.632
6373;68.098
6374;72.571
6374;72.632
6374;72.214
6375;76.06
6376;76.06
6376;80.83
6377;87.857
6377;80.83
6382;72.214
6383;74.87
6383;80.82
6383;72.214
6383;80.82
6383;74.87
6383;74.87
6386;80.82
6387;80.82
6388;89.555
6388;80.82
6390;95.28
6390;89.555
6390;80.82
6402;74.569
6403;74.569
6404;78.772
6405;74.569
6410;83.543
6410;83.543
6410;83.543
6410;83.543
6410;102.397
6414;83.543
6415;83.543
6416;83.543
6416;87.768
6417;99.302
6417;92.606
6417;92.038
6418;103.501
6418;99.302
6418;92.038
6422;99.302
6422;90.147
6423;95.044
6423;92.606
6424;85.893
6430;115.678
6430;92.606
6432;115.678
6432;92.606
6433;97.574
6433;106.391
6434;104.463
6436;106.391
6436;98.249
6436;108.17
6436;106.391
6436;106.391
6438;92.606
6440;95.044
6440;97.574
6441;87.857
6442;102.397
6443;97.574
6452;99.793
6452;97.574
6452;99.793
6452;105.773
6454;94.274
6460;95.095
6460;98.249
6460;94.274
6461;100.617
6462;92.625
6463;98.249
6464;98.249
6464;106.606
6465;108.17
6466;97.525
6467;102.804
6468;95.28
6469;98.249
6469;102.804
6472;100.346
6472;110.473
6473;119.724
6473;110.473
6474;119.724
6474;110.473
6475;110.473
6476;119.724
6476;110.473
6482;119.724
6484;117.846
6485;117.846
6487;121.347
6490;126.911
6491;134.353
6493;128.398
6500;195.269
6503;195.269
6512;195.269
6513;195.269
6514;195.269
6515;195.269
6515;200.657
6516;216.03
6516;206.543
6517;191.685
6518;195.269
6523;195.269
6524;195.269
6525;195.269
6526;999.999
6527;999.999
6528;195.269
6528;200.657
6532;191.685
6532;195.269
6532;194.904
6533;194.904
6534;197.7
6535;200.539
6537;205.906
6537;200.727
6538;200.727
6540;205.906
6541;208.203
6542;205.692
6543;213.915
6544;213.915
6545;213.915
6546;213.915
6548;217.689
6548;217.689
6548;217.689
6549;200.539
6556;200.727
6557;204.438
6557;200.727
6558;210.378
6562;219.605
6563;230.676
6565;230.676
6571;212.861
6572;216.03
6572;212.861
6573;212.861
6574;212.861
6575;212.861
6575;212.861
6576;212.861
6577;212.861
6578;212.861
6579;212.861
6582;195.269
6583;195.269
6584;195.269
6592;195.269
6592;204.314
6592;200.657
6593;204.314
6593;200.657
6593;212.861
6594;216.03
6594;206.543
6594;212.861
6595;207.169
6595;216.03
6595;206.543
6596;209.611
6596;216.03
6597;206.543
6598;213.032
6598;212.238
6599;204.314
6600;216.03
6600;214.131
6600;213.032
6600;214.131
6600;214.856
6600;216.03
6605;216.03
6605;214.856
6611;242.974
6611;242.974
6611;242.974
6611;231.715
6612;218.655
6612;216.03
6613;225.797
6614;224.696
6614;224.696
6616;219.595
6618;218.655
6618;219.595
6622;225.797
6631;219.985
6632;217.105
6633;207.169
6634;227.685
6635;206.543
6636;233.588
6637;234.935
6644;216.03
6644;214.856
6645;215.352
6645;213.032
6646;215.352
6646;213.032
6646;212.238
6647;219.411
6648;213.032
6652;216.03
6652;226.737
6653;226.737
6654;226.737
6655;242.974
6655;231.715
6655;231.715
6655;231.715
6656;231.715
6657;231.715
6658;231.715
6659;231.715
6659;231.715
6661;242.974
6661;242.974
6661;242.974
6662;242.974
6663;242.974
6663;231.715
6663;242.974
6664;242.974
6670;233.197
6670;225.932
6672;225.932
6673;233.197
6674;233.197
6674;233.197
6675;244.889
6676;244.889
6677;233.197
6677;233.197
6678;233.197
6678;233.197
6678;233.197
6682;253.508
6682;246.416
6683;253.508
6683;258.03
6684;258.03
6684;258.03
6685;258.286
6690;244.889
6690;244.889
6692;254.367
6692;254.367
6693;254.367
6694;254.367
6695;254.367
6695;254.367
6696;254.367
6702;195.269
6703;999.999
6705;999.999
6707;999.999
6710;177.207
6713;180.06
6714;180.06
6715;188.201
6716;188.201
6716;188.201
6716;188.201
6717;196.422
6717;196.422
6718;196.422
6718;196.422
6719;196.422
6720;196.422
6720;196.422
6721;180.06
6721;188.201
6722;188.201
6723;188.201
6723;188.201
6723;188.201
6724;188.201
6724;188.201
6742;174.499
6742;177.207
6743;174.855
6744;177.173
6745;171.516
6746;162.083
6746;162.083
6746;162.083
6747;162.083
6748;162.083
6749;162.083
6749;162.083
6760;162.083
6760;162.083
6760;162.083
6760;162.083
6760;162.083
6760;162.083
6763;162.083
6763;162.083
6764;162.083
6772;151.735
6773;151.735
6774;154.817
6775;156.018
6776;156.018
6777;156.018
6777;156.018
6780;147.312
6780;147.312
6781;153.562
6781;153.562
6802;209.139
6803;209.139
6804;209.139
6805;210.3
6806;209.139
6807;219.831
6807;221.576
6807;214.711
6808;214.711
6809;209.139
6810;214.032
6814;220.341
6814;219.831
6814;220.341
6815;228.692
6816;228.565
6817;230.368
6818;232.22
6821;234.716
6822;234.939
6823;234.939
6823;223.165
6825;243.216
6825;240.208
6826;238.998
6827;242.531
6828;244.373
6828;241.481
6830;244.373
6830;245.063
6832;245.063
6832;245.063
6833;246.122
6834;244.878
6835;246.41
6837;246.41
6837;246.41
6838;246.41
6838;246.41
6838;246.41
6839;246.41
6850;243.216
6850;240.208
6852;240.208
6853;240.208
6853;242.601
6854;242.601
6855;240.208
6855;242.601
6862;240.208
6863;240.208
6864;240.208
6865;240.208
6866;240.208
6867;242.531
6872;240.208
6872;243.216
6872;240.208
6873;243.216
6874;243.216
6875;243.216
6875;243.216
6875;243.216
6877;243.216
6877;241.481
6883;244.323
6900;223.165
6900;219.579
6900;219.579
6900;223.165
6900;224.275
6912;223.165
6913;223.165
6914;223.165
6915;223.165
6916;224.356
6916;223.165
6916;226.44
6917;223.165
6918;223.165
6919;226.44
6921;232.562
6922;233.58
6924;221.902
6925;223.165
6925;226.44
6926;226.44
6927;226.44
6928;218.427
6929;219.349
